Document_No,Dominant_Topic,Topic_Perc_Contrib,Keywords,Text,topic_label,sentimen
867,0,0.5085,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka",pas kering jadi beli benar skin lebih tahun ngebantu sama all type si btw sesuai produk toner banget pakai kulit cocok kalau buat best emang bagus dehh sensitive punya murah nimbulin purging,Penggunaan Produk,1
868,0,0.7221,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka",cepet enak wajah buat loh seger lebih nya masalah cobain sama sembuh punya kaya jerawat kompres toner banget pas pakai npure beneran kering jadi merah nyata suka terus tahun radang dong hampir liat,Penggunaan Produk,1
869,0,0.6969,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka",produk kompres pakai baru cocok ku lebih baik nya coba botol repurchase habis waktu salah satu besok punya parah sakit harap sebab pikir jerawat kulit beruntus nyata kalau acne prone temen bagus pipi kasih ngaruh sama sekali malah sembuh awal tambah oily huhu tahu jidat,Penggunaan Produk,1
870,0,0.4391,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka",npure tenang mau bagus pudar cobain awal ganti emg unik neng lain dikit paket produk jerawat kurang toner banget pakai kulit jadi merah tonernya ringan cepat serap cocok minyak buat daun lebih wangi sekarang yaa sampe calm centellanya kyk sengat kombinasi,Penggunaan Produk,1
871,0,0.684,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka",pakai tekstur coba halus paling hasil cair aman kenal kombinasi bruntusanku produk jerawat toner hilang banget kulit jadi bruntusan tonernya pertama kali cocok buat pokok alkohol guna sensitif bagus recommended soal langsung alhamdulillah ilangin,Penggunaan Produk,1
872,1,0.8696,"jerawat, pakai, toner, jadi, kulit, cocok, nya, banget, buat, kalau",toner kulit bikin baru cocok acne pernah but super lembab hydrating good sama mungkin sedikit bukan overall murah kombinasi okay not bantu banget wow pakai jadi enak ringan kalau buat cica daun tekstur csm asa lebih hidrasi suka nya emang calming wangi sih oke biasa sampe so far rasa dalem unik calmingnya signifikan,Kualitas Produk,1
873,1,0.7033,"jerawat, pakai, toner, jadi, kulit, cocok, nya, banget, buat, kalau",hilang pakai kulit jadi sensitif coba bagus halus hasil aman kombinasi bruntusanku toner banget npure breakout in pertama kali kalau best cica it tekstur aroma paling cair resap sih sama kenal waktu langsung lalu mantul nyengat,Kualitas Produk,1
874,0,0.5834,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka",toner banget bikin bruntusan kandung centella pertama cocok buat coba sama huhu sm kaya hati berat kalem sold produk jerawat pakai npure deh kali ku tekstur light aroma lebih nya pernah ngasih emang percaya wangi hasil moga nyaman repurchase tipe cerah hydrating walaupun salah satu product skincare hampir bukan orang lebay rasa hihi jangan turut poko sabar perlu,Penggunaan Produk,1
875,1,0.6069,"jerawat, pakai, toner, jadi, kulit, cocok, nya, banget, buat, kalau",beruntus centella harga affordable sama bangett type make up baguss jugaa segi produk jerawat kurang toner banget pakai kulit jadi merah tonernya ringan cepat serap cocok minyak buat daun lebih wangi sekarang yaa sampe calm centellanya kyk sengat kombinasi,Kualitas Produk,1
876,0,0.7532,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka",produk reda jerawat npure beli kali paling pure bgtt dari ini semua overall like yes toner banget pakai bikin muka enak ringan buat it suka gampang csman calming cair super sama dipake love benerbener saking nyerep boros,Penggunaan Produk,1
877,1,0.5041,"jerawat, pakai, toner, jadi, kulit, cocok, nya, banget, buat, kalau",toner pakai deh jadi lihat cica asa pakenya dulu cobain sama biasa awal air rasa emg apply hihi kyk gemes hydrate fungsi macem centella daun asli dalam asiatica,Kualitas Produk,1
878,0,0.6216,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka",toner bantu pas pakai npure beruntus sangat cepet deh jadi merah ringan serap skin nyata tekstur mau apa bagus kempes calming nyaman cair sih aman lengket sensitive sedikit soal pagi sampe texture cium packaging simple sendiri huhu malem tidur dong jerawat memang banget muka ku buat sering tenang suka nya keluar wangi tetap bekas pengaruh big,Penggunaan Produk,1
879,2,0.4959,"banget, toner, buat, pakai, jerawat, sih, kalau, kulit, jadi, cocok",memang banget pakai npure kulit bruntusan kandung pertama kali tekstur acne prone bagus langsung padahal ngelembapin henti auto produk friendly sangat skin cocok buat harga worth aroma suka sensitif nya temen coba recommended affordable sensitive sama simple skincare natural ingredientsnya macem segi,Pembelian Produk,1
880,2,0.4028,"banget, toner, buat, pakai, jerawat, sih, kalau, kulit, jadi, cocok",produk banget kering beli kandung kali nyata kalau loh tuh nya rutin yaa bakal awal brand kaget kulit breakout sangat bikin pertama cocok buat sensitif bau sama langsung make fragrance minggu,Pembelian Produk,1
881,0,0.7037,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka",toner pakai npure hari cepet jadi bruntusan wajah cocok cica seger gampang atau csman kempes terus jg kontrol ukur banget kulit enak face skin minyak buat lebih hidrasi suka lembap tetep tambah oily gin butuh rasa btw mantul campur bareng oil wkwk,Penggunaan Produk,1
882,1,0.4187,"jerawat, pakai, toner, jadi, kulit, cocok, nya, banget, buat, kalau",reda banget pakai beruntus enak kalau buat pokok daun tekstur asiatica cari nya coba melembabkan redness kalian wangi resap bangett langsung dipake bangettt toner bgtt,Kualitas Produk,1
883,0,0.7466,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka",ukur banget kulit beneran ringan lumayan kalau buat asli harga ml tuh lebih mau emang bagus calming dulu bau repurchase sih dapet bakal soal sumpah oily reviewnya bagusbagus ngelembapin nyegerin nemu produk toner pakai akhir jadi beli nyoba enak wajah pertama kali nyata cocok ku pokok suka terus nyobain pagi sendiri malam racun,Penggunaan Produk,1
884,0,0.4823,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka",jerawat kompres pas jadi enak wajah it tenang gede bangettt segitu produk toner memang cukup banget pakai npure kulit efek bikin skin kalau buat bintang harga worth hidrasi suka sensitif nya mau banyak bagus terus kasih moga sih recommended tetep jujur lembut beri lokal biasa review daily punya bahkan the gin tahu bukan jenis semua balik mahal dalem hype better isi jauh fragrance unik sengat cara ada solusi dikit signifikan,Penggunaan Produk,1
885,0,0.3879,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka",jerawat deh merah nyoba enak harga lebih nya temen coba bagus csman terus dulu kecil jangkau kaya dia baguss toner banget pakai npure kulit bikin buat masker sering baik rewel wangi ganggu perih hasil rutin terima kasih pure,Penggunaan Produk,1
886,0,0.4836,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka",jerawat kurang toner kulit efek bikin bruntusan serap hidrasi mudah tahun jujur sensitive cegah tumbuh produk banget pakai npure muka jadi best lebih suka nya emang bagus terus cerah lah the make belum tu,Penggunaan Produk,1
887,0,0.6595,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka",jerawat bantu pas pakai beruntus sangat cepet deh muka jadi merah ringan nyata ku buat nya mau apa bagus kempes calming nyaman sih aman lengket sedikit soal pagi texture packaging simple sendiri huhu malem tidur dong produk toner friendly banget npure kulit serap my skin and kalau pokok loh tekstur aroma tuh acne suka dulu wangi sekarang cair mudah sensitive sumpah love bahkan sampe cium air semua nyengat,Penggunaan Produk,1
888,1,0.5331,"jerawat, pakai, toner, jadi, kulit, cocok, nya, banget, buat, kalau",kering kandung pertama kali buat loh tuh nya rutin yaa awal brand make kaget produk toner banget pas npure kulit beruntus bikin deh beli tonernya nyata cocok kalau pokok daun dalam sensitif mau coba emang dulu sekarang sih sama bakal malah tambah muncul langsung so padahal centela tadi guys gatau tinggi,Kualitas Produk,1
889,0,0.5323,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka",banget pakai npure buat cica tekstur csm an suka nya lama terus layer calming hasil lembab reaksi negatif gemes sempet toner kulit sangat centella asiaticanya enak ringan daun seger botol nyaman mudah resap repurchase sih bakal product nenangin love this air rasa,Penggunaan Produk,1
890,0,0.6112,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka",jerawat kulit sangat deh sering sensitif temen bagus kalian cobain ngempesin awal satu punya tahu produk toner pakai akhir jadi beli nyoba enak wajah pertama kali nyata cocok ku pokok suka terus nyobain pagi sendiri malam racun,Penggunaan Produk,1
891,2,0.3465,"banget, toner, buat, pakai, jerawat, sih, kalau, kulit, jadi, cocok",jerawat jadi beli skin baru nyata ku tuh cuma pipi rewel makin akuuu sekarang bulan sama muncul takut doang ini lalu jidat sensi tadi pms sebab garagara produk toner hilang banget wow impression pas pakai npure kulit breakout beruntus beneran hari sangat efek bikin kering akhir cepet ilang deh works muka,Pembelian Produk,1
892,0,0.4989,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka",kandung centella ringan cocok pokok harga mau cerah hydrating jangkau recomended highly butuh plus reda jerawat toner cukup travel banget kulit beruntus akhir beli enak in buat tekstur nya coba bagus hasil bgtt repurchase berani versi size efektif besar,Penggunaan Produk,1
893,0,0.6241,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka",pas jadi beli enak cepat baru kalau pokok purchase nya mau lama resap bulan lembab lembut first time fresh tidur apply bangun jerawat kurang toner banget pakai npure kulit efek bikin muka bruntusan serap lebih hidrasi bagus mudah tahun cerah jujur sensitive cegah tumbuh,Penggunaan Produk,1
894,0,0.6949,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka",jerawat toner banget pakai worth suka bagus try affordable hehe to besok langsung mateng produk kulit muka jadi tarik buat daun harga cicanya lebih siapa botol masalah gede beberapa bulan lembab satu liat dalem,Penggunaan Produk,1
895,1,0.3861,"jerawat, pakai, toner, jadi, kulit, cocok, nya, banget, buat, kalau",pas efek kering ku sering ngasih makin dipake sm air keset produk jerawat bantu banget pakai bikin muka jadi centella nyoba wajah cocok kalau harga asiatica nya jg kantong rewel versi lembab lokal nyobain awal punya alhamdulillah ering alhasil,Kualitas Produk,1
896,0,0.414,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka",banget jadi beli nyata minyak sensitif bingung mau apa coba calming waktu review skincare liat gatel produk toner pakai kulit breakout sangat kering works tarik kalau buat csm an atau gaada makin sih aman lembab biasa iritasi sedang selamat dijadiin nge tpi tetap,Penggunaan Produk,1
897,1,0.5691,"jerawat, pakai, toner, jadi, kulit, cocok, nya, banget, buat, kalau",banget pakai hari muka face pertama banyak bagus mungkin serum muncul murah tiga ajaa fragrancenya wash produk kurang toner kulit jadi bruntusan nyata lumayan cocok buat rekomendasi cari mau emang kalian yaa dapet langsung full sengaruh isi preloved wa minat,Kualitas Produk,1
898,0,0.5823,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka",suka bagus produk toner banget npure muka skin buat asli emang nampol botol wangi repurchase lembab lembut hydrating rawat sama sekali bakal love semua bkin masuk barrier rusak,Penggunaan Produk,1
899,0,0.5989,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka",pakai merah pertama lebih mungkin si panas harap produk toner memang banget pas npure kulit breakout bikin jadi kandung centella enak wajah skin cocok loh tekstur baik asiatica sensitif nya banyak cair gede sama kata malah satu maybe dipake sm kaya padahal air mirip timbul,Penggunaan Produk,1
900,0,0.7048,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka",beruntus cepet muka benar enak tekstur suka bagus terus ganggu bau ngebantu nenangin nyerap sizenya jerawat toner banget kulit merah kandung cocok guna calming ngeredain repurchase sih radang sama dapet bakal daily kaya lembabnya centellanya,Penggunaan Produk,1
901,1,0.5328,"jerawat, pakai, toner, jadi, kulit, cocok, nya, banget, buat, kalau",jerawat kemas hari jadi centella baru cocok buat harga tekstur banyak awet kalian wangi cair mendem oke lembab acid bakal muncul lucu dong jangkau entah sayang plus isi ingredientsnya strong jodoh niacinamide toner cukup banget pas pakai kulit bikin deh muka lihat tarik lumayan cica daun asli dalam sering worth cicanya tuh seger acne lebih hidrasi lama gampang botol ganggu try care affordable first sama sekali malah waktu tambah langsung sedang luar oily cium simple the pergi butuh ngerasa rasa overall apply soothing nyegerin merahmerah warna oil unik gemes minggu turut free transparan ngefek packagingnya claim tuang putih plastik tangan fragrancenya paraben alcohol sls,Kualitas Produk,1
902,0,0.4129,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka",deh muka jadi bruntusan nyata mau hasil mana ngaruh biasa awal dipake full gituu untung alhasil toner banget npure beli centella in my skin kalau worth it lebih nya lama gede ngecalming size habis sama bakal waktu product soal cinta si jugaa dupe mini,Penggunaan Produk,1
903,0,0.584,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka",npure kulit jadi tonernya buat acne prone sensitif terus calming redness kalian sumpah punya si produk jerawat toner banget pakai bikin deh beli merah centella kali daun dalam baik asiatica wangi ganggu hasil makin cair cobain sih beberapa tetep waktu kerja lucu rangkai skincare iseng yaudah sayang jdi promo gatel gatau ken stop,Penggunaan Produk,1
904,0,0.4922,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka",banget bagus sama sekali produk muka diskon suka banyak dulu bangetttt moga selalu makin depan,Penggunaan Produk,1
905,0,0.7232,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka",produk banget pakai npure jadi lebih suka emang bagus cerah lah the belum tu pas muka nyata cocok kalau pokok best nya coba lama terus kalian rutin dehh bulan salah hampir abis make jxb sebenernya lalu baguss,Penggunaan Produk,1
906,1,0.4147,"jerawat, pakai, toner, jadi, kulit, cocok, nya, banget, buat, kalau",toner kandung benar daun pernah coba sama malah satu product tambah break out bahkan sayang produk jerawat bantu banget pakai bikin muka jadi centella nyoba wajah cocok kalau harga asiatica nya jg kantong rewel versi lembab lokal nyobain awal punya alhamdulillah ering alhasil,Kualitas Produk,1
907,0,0.3909,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka",reda jerawat cukup travel kulit beruntus akhir enak buat tekstur coba bagus hasil bgtt repurchase berani versi efektif besar toner banget npure beli centella in my skin kalau worth it lebih nya lama gede ngecalming size habis sama bakal waktu product soal cinta si jugaa dupe mini,Penggunaan Produk,1
908,0,0.8607,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka",jerawat toner banget harga worth suka bagus botol try bulan affordable satu to besok langsung mateng pakai kulit bikin muka jadi beli lumayan cocok buat lebih mau temen hasil sih habis lembut sama bakal hehe lah skincare kayak,Penggunaan Produk,1
909,1,0.9006,"jerawat, pakai, toner, jadi, kulit, cocok, nya, banget, buat, kalau",produk kurang toner cukup pakai npure kulit jadi ku cica tekstur lebih emang gampang hasil makin nyaman sih bulan bersih liat sengaruh nyerap jerawat hilang banget pas kering baru kalau buat harga watery aroma suka happy sama langsung bekas calm timbul jangan sesuai ragu kualitas pms jamin guys,Kualitas Produk,1
910,1,0.6727,"jerawat, pakai, toner, jadi, kulit, cocok, nya, banget, buat, kalau",cukup npure efek bruntusan ku buat asli lembap halus jujur sama tambah lucu packaging si hempas turut segi minus produk reda toner bantu kemas banget pakai kulit bikin kering cepet jadi beli merah tarik kandung centella benar tonernya wajah cica daun dalam diskon tekstur asa tenang suka asiatica nya banyak jg botol bau lembab habis good biar sedang hahaha is air betul nyerap krna minggu dgn which plastik,Kualitas Produk,1
911,0,0.5389,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka",ukur toner cukup kemas npure bikin cepet serap harga tekstur acne prone hidrasi sensitif melembabkan calming hasil cair rangkai gin jangkau maksimal banget pakai kulit efek kering jadi cocok minyak emang area bahkan huhu skincare ganti entah rasa minggu tiba,Penggunaan Produk,1
912,0,0.7239,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka",produk banget sangat beli cocok banyak bagus gampang mudah resap dapat recomended semua promo jerawat toner kulit suka sama jenis belum,Penggunaan Produk,1
913,0,0.4004,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka",produk memang pakai npure bruntusan kandung pertama kali tekstur acne prone sensitif coba bagus langsung padahal ngelembapin henti auto banget kulit beruntus jadi centella cocok buat harga affordable sama bangett type make up baguss jugaa kombinasi segi,Penggunaan Produk,1
914,0,0.5279,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka",toner impression hari bikin merah centella benar lebih asiatica nya pudar terlalu masalah wangi hasil first sama malah so far bekas rasa teknik manfaat fragrance telah kaget strong kira pie ingredient produk jerawat banget pas pakai muka jadi bruntusan nyata cocok baik seluruh banyak coba area temenku cuman awal padahal jarang sebenernya jidat ekspektasi tinggi penuh,Penggunaan Produk,1
915,2,0.9294,"banget, toner, buat, pakai, jerawat, sih, kalau, kulit, jadi, cocok",produk banget bagus sekali jerawat toner kulit suka sama jenis belum,Pembelian Produk,1
916,0,0.5245,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka",toner jadi kali buat banyak coba bagus beberapa sama bakal malah satu eh liat reviewnya purging stop kira lanjutin ukur produk jerawat banget pakai kulit akhir muka bruntusan tarik nyata cocok cica harga ramah kantong makin biasa kecil muncul mulai lanjut padahal sayang dua masuk segitu minggu,Penggunaan Produk,1
917,1,0.6139,"jerawat, pakai, toner, jadi, kulit, cocok, nya, banget, buat, kalau",reda kurang banget bikin kering jadi bruntusan merah centella daun asli segar kapas sih langsung jadiin mask jerawat kompres toner pakai muka enak kalau buat suka sensitif nya mau gampang botol wangi sekarang nenangin bahkan hampir turut,Kualitas Produk,1
918,2,0.3799,"banget, toner, buat, pakai, jerawat, sih, kalau, kulit, jadi, cocok",jerawat kulit sangat deh nyata pokok sensitif temen bagus terus kalian cobain ngempesin satu malam tahu produk pas pakai efek kering muka jadi cocok ku sering ngasih makin nyobain awal punya dipake sm air keset,Pembelian Produk,1
919,1,0.8705,"jerawat, pakai, toner, jadi, kulit, cocok, nya, banget, buat, kalau",toner kulit bikin baru cocok acne pernah but super lembab hydrating good sama mungkin sedikit bukan overall murah kombinasi okay not bantu banget wow pakai jadi enak ringan kalau buat cica daun tekstur csm asa lebih hidrasi suka nya emang calming wangi sih oke biasa sampe so far rasa dalem unik calmingnya signifikan,Kualitas Produk,1
920,2,0.4408,"banget, toner, buat, pakai, jerawat, sih, kalau, kulit, jadi, cocok",reda kurang toner pakai npure efek merah lumayan cica tekstur tuh lebih suka nya calming gaada mana sama jangkau negatif rasain produk banget kulit bikin jadi kandung buat adem harga khas tenang sensitif banyak bau sih recommended bulan affordable lembut sampe kyk isi tahan justru,Pembelian Produk,1
921,1,0.7633,"jerawat, pakai, toner, jadi, kulit, cocok, nya, banget, buat, kalau",toner kulit jadi centella asiaticanya dalam asa tenang kena botol makin aktif sekali tambah lanjut skincare step rasa cekit unik calmingnya jerawat banget pas efek beli tonernya enak cica daun tekstur cicanya nya apa ngasih wangi cair lembab ngaruh sama sedikit fresh dipake air sayang mirip warna hijau,Kualitas Produk,1
922,0,0.6138,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka",kulit sangat deh pokok sering sensitif temen bagus terus kalian cobain ngempesin awal malam produk jerawat kompres pakai baru nyata cocok kalau ku lebih baik nya coba botol repurchase habis sama sekali malah waktu salah satu tambah besok punya tahu parah sakit harap sebab pikir,Penggunaan Produk,1
923,0,0.4712,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka",jerawat kurang efek bikin serap lebih hidrasi bagus mudah tahun cerah jujur sensitive cegah tumbuh reda toner banget pakai npure kulit sangat cepet muka jadi bruntusan merah enak buat pokok temen calming awal sedang kaya ngamuk facial abis kelembaban balik sengaruh rekomen,Penggunaan Produk,1
924,0,0.7746,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka",sangat muka jadi lihat wajah masker guna cerah kelembaban produk jerawat toner bantu pakai npure kulit hari merah tonernya buat tekstur aroma asa tenang hidrasi segar lama tumbuh sedang,Penggunaan Produk,1
925,1,0.597,"jerawat, pakai, toner, jadi, kulit, cocok, nya, banget, buat, kalau",jerawat memang kemas npure face dalam emang bukti rutin sih tambah ampuh top jamin reda toner banget pakai kulit beneran bikin jadi merah kandung centella enak buat daun asa asiatica nya halus nampol dehh ngebantu lembab hydratingnya gituu ini sihh guys,Kualitas Produk,1
926,0,0.5908,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka",klaim reda jerawat toner banget pakai npure jadi centella wajah aroma suka aplikasi rekomendasi asiatica cari mau lama keluar layer terlalu calming botol kalian masalah hasil beberapa aman recommended biasa walaupun harum kecil waktu biar muncul mulai besok pagi langsung punya packaging bagi skincare tetap tutup penasaran orang merahmerah unik top sengat saking telah ukur produk cukup kulit beli merah kandung lumayan kalau buat harga tekstur hidrasi bagus wangi ngilangin cair mudah resap gede sih oke habis ngaruh sama mungkin bakal masuk,Penggunaan Produk,1
927,0,0.4141,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka",reda toner memang pakai efek merah lumayan kalau csm segar paling hydrating dipake kaya padahal fungsi turut ukur banget kulit enak face skin minyak buat lebih hidrasi suka lembap tetep tambah oily gin butuh rasa btw mantul campur bareng oil wkwk,Penggunaan Produk,1
928,0,0.6228,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka",reda jerawat banget pakai npure jadi merah wajah tekstur aroma aplikasi rekomendasi cari mau lama keluar layer calming botol kalian masalah hasil cair mudah resap beberapa aman recommended sama biasa walaupun harum kecil waktu biar muncul mulai besok pagi langsung punya packaging bagi tetap tutup penasaran orang merahmerah unik top sengat saking telah produk klaim toner kulit efek kandung centella buat asa lebih tenang baik suka asiatica lembap banyak bagus terlalu try hydrating mungkin product kerja bilang simple skincare butuh better turut,Penggunaan Produk,1
929,1,0.8081,"jerawat, pakai, toner, jadi, kulit, cocok, nya, banget, buat, kalau",reda jerawat banget kering jadi bruntusan centella enak kalau segar wangi kapas sih langsung jadiin mask kurang toner pakai hari bikin muka merah ringan face adem daun asli suka nya paling selalu repurchase pagi malam jdi,Kualitas Produk,1
930,1,0.6252,"jerawat, pakai, toner, jadi, kulit, cocok, nya, banget, buat, kalau",toner cukup pas kulit tonernya enak cica daun tekstur aroma nya melembabkan cair tambah dipake lucu packaging warna hijau bareng produk jerawat banget pakai deh muka jadi kalau buat harga coba emang bagus terus jg bersih sama awal love jangkau bekas jugaa hilangin glowing gtu,Kualitas Produk,1
931,1,0.6731,"jerawat, pakai, toner, jadi, kulit, cocok, nya, banget, buat, kalau",ukur reda bruntusan merah lumayan cocok buat harga worth it csm repurchase besar sama bakal kecil dua jerawat toner banget pas pakai kulit beli pertama kali nyata pokok tekstur light asa suka mau bagus csman kental paling cair kapas sih mendem hydrating besok selamat ganti air calm kirain rada bruntusanku silcot,Kualitas Produk,1
932,0,0.7525,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka",kurang beli its cocok harga aroma suka coba terus jg hasil cerah awal out tiktok liat murah jdi promo toner banget pakai npure works muka jadi enak serap wajah skin and it tekstur watery seger lebih lama redness mudah bulan good calm abis like mandi tiap,Penggunaan Produk,1
933,1,0.5041,"jerawat, pakai, toner, jadi, kulit, cocok, nya, banget, buat, kalau",centella dalam asiatica toner pakai deh jadi lihat cica daun asli asa pakenya dulu cobain sama biasa awal air rasa emg apply hihi kyk gemes hydrate fungsi macem,Kualitas Produk,1
934,1,0.4673,"jerawat, pakai, toner, jadi, kulit, cocok, nya, banget, buat, kalau",produk pakai bikin muka jadi nyoba wajah jg kantong rewel versi lembab nyobain awal punya alhamdulillah ering alhasil jerawat toner cukup bantu banget npure kulit akhir kandung centella its cocok kalau daun harga seger lebih tenang alami asiatica nya pernah coba melembabkan botol wangi lokal sama hehe product muncul packaging jangkau so far bekas dalem belum samar hormonal,Kualitas Produk,1
935,0,0.7345,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka",produk jerawat toner memang banget pas bikin muka kandung tonernya face cocok minyak pernah terus gede super sama malah eh skincare tetap sayang kusam sebenernya belum sempet henti beda ubah garagara pakai jadi lihat kali buat baik suka bagus cuma wangi selalu sih beberapa cerah jujur kata mungkin muncul racun telah purging stop tanda,Penggunaan Produk,1
936,0,0.7779,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka",ukur produk kompres travel enak wajah pokok terus jg terlalu size oke muncul besok langsung punya ampuh padahal tutup air jenis reaksi negatif natural takut jerawat toner bantu banget pas pakai npure beruntus sangat cepet deh muka jadi merah ringan serap skin nyata ku buat tekstur suka nya mau apa bagus kempes calming wangi nyaman cair sih aman lengket sensitive sedikit soal pagi sampe texture cium packaging simple sendiri huhu malem tidur dong,Penggunaan Produk,1
937,0,0.701,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka",hari merah tetep so doang gatel produk toner pakai akhir jadi bruntusan kali nyata cocok buat banyak coba bagus beberapa sama bakal malah satu eh liat dua reviewnya minggu purging stop kira lanjutin,Penggunaan Produk,1
938,1,0.6851,"jerawat, pakai, toner, jadi, kulit, cocok, nya, banget, buat, kalau",cukup bikin enak nyata kalau ku tekstur seger lebih suka melembabkan terlalu calming masalah wangi selalu hydrating lah air cleansing jerawat toner memang kemas pakai npure kulit kandung centella face buat daun dalam asiatica nya emang bukti rutin sih tambah ampuh top jamin,Kualitas Produk,1
939,0,0.8232,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka",kurang cepet apa terus wangi sih nenangin kaya yah relax toner banget pakai bikin muka enak ringan buat it suka gampang csman calming cair super sama dipake love benerbener saking nyerep boros,Penggunaan Produk,1
940,0,0.491,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka",jerawat bikin deh merah nyoba lebih temen coba bagus csman terus dulu hasil kecil kaya dia baguss toner banget pakai kulit jadi enak kadang buat masker cica harga cari nya jg masalah wangi ganggu kapas lembab hydrating formula sedang jangkau jadiin si so far solusi silcot,Penggunaan Produk,1
941,0,0.9604,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka",pakai hari sensitif nya terus calming waktu to langsung oily bagi tiga btw jidat kurang toner banget pas npure muka jadi beli bruntusan merah lihat lgsg tarik kandung centella asiaticanya benar nyoba tonernya enak ringan cepat serap perlahan wajah on face in think its normal after that my skin and for,Penggunaan Produk,1
942,0,0.58,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka",produk reda jerawat kompres kemas muka bruntusan baru kalau buat sering mau bagus lama dulu sekarang cobain tahu emg sebenernya sempet hilangin kurang pakai jadi beli wajah its and cocok harga tekstur watery aroma lebih suka coba terus jg hasil cerah bulan awal out tiktok liat murah jdi promo,Penggunaan Produk,1
943,0,0.5799,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka",produk reda jerawat kompres kemas muka bruntusan baru kalau buat sering mau bagus lama dulu sekarang cobain tahu emg sebenernya sempet hilangin kurang pakai jadi beli wajah its and cocok harga tekstur watery aroma lebih suka coba terus jg hasil cerah bulan awal out tiktok liat murah jdi promo,Penggunaan Produk,1
944,0,0.6641,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka",produk klaim reda npure merah kandung centella buat aroma aplikasi rekomendasi asiatica cari mau lama keluar layer terlalu calming botol kalian masalah hasil cair beberapa aman recommended biasa mungkin harum kecil waktu biar muncul besok pagi langsung punya packaging bagi skincare tetap tutup penasaran orang merahmerah unik top sengat saking telah jerawat kurang toner banget pakai kulit bikin jadi lihat ringan wajah baru tekstur suka mudah resap cerah lengket lembab sama walaupun mulai sehat,Penggunaan Produk,1
