Document_No,Dominant_Topic,Topic_Perc_Contrib,Keywords,Text,topic_label,sentimen
776,2,0.9768,"banget, toner, buat, pakai, jerawat, sih, kalau, kulit, jadi, cocok","['pertama', 'pakai', 'toner', 'tuh', 'kaya', 'benar', 'beenr', 'ngarep', 'jerawat', 'langsung', 'kalem', 'cuma', 'sayang', 'ternyta', 'secepet', 'harap', 'progressnya', 'jerawat', 'lama', 'jadi', 'perlu', 'sabar', 'efek', 'langsung', 'asa', 'dia', 'lembab', 'nyegerin', 'jadi', 'emang', 'lebih', 'cocok', 'buat', 'kompres', 'kompres', 'manja', 'diaerea', 'merah']",Pembelian Produk,positive
777,1,0.9843,"jerawat, pakai, toner, jadi, kulit, cocok, nya, banget, buat, kalau","['its', 'a', 'greatproduct', 'beli', 'claim', 'dupenya', 'skin', 'tekstur', 'nya', 'watery', 'bngttt', 'cocok', 'buat', 'csm', 'an', 'ingredientnya', 'ragu', 'utama', 'acne', 'savior', 'sayang', 'banget', 'kurang', 'cocok', 'kulit', 'sensitif', 'kandung', 'fragrance', 'nya', 'padahal', 'list', 'ingredient', 'fragrance', 'urut', 'paling', 'akhir', 'but', 'sorry', 'to', 'lanjutin', 'product', 'buat', 'routine', 'temen', 'mau', 'coba', 'hubungin', 'via', 'dm', 'ayudind', 'instagram', 'baru', 'satu', 'kali', 'pakai', 'k', 'nego']",Kualitas Produk,negative
778,0,0.968,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka","['face', 'toner', 'tercalming', 'jujurly', 'toner', 'super', 'ringan', 'super', 'melembabkan', 'cepet', 'ngeringin', 'jerawat', 'toner', 'serbaguna', 'dijadiin', 'masker', 'tinggal', 'tuang', 'kapas', 'tempel', 'bagi', 'jerawat', 'besok', 'ngempes']",Penggunaan Produk,negative
779,1,0.9736,"jerawat, pakai, toner, jadi, kulit, cocok, nya, banget, buat, kalau","['toner', 'cocok', 'banget', 'buat', 'kulit', 'kombinasi', 'baca', 'komposisi', 'sesuai', 'buat', 'kulit', 'rentan', 'jerawat', 'pakai', 'habis', 'mandi', 'seger', 'bangets', 'toner', 'inti', 'selamat', 'kalau', 'kulit', 'gatel', 'jerawat', 'muncul', 'kecil', 'lebih', 'kalem', 'pakai']",Kualitas Produk,negative
780,0,0.8913,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka","['bagus', 'banget', 'produk', 'suka', 'sekali', 'sama', 'produk', 'niceeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee']",Penggunaan Produk,positive
781,0,0.9746,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka","['suka', 'banget', 'sama', 'tekstur', 'watery', 'gampang', 'banget', 'resap', 'wangi', 'lembut', 'ganggu', 'suka', 'banget', 'ngebersihin', 'sisa', 'residu', 'tinggal', 'wajah', 'bikin', 'wajah', 'jadi', 'seger', 'lembab', 'bangetdan', 'beberapa', 'kali', 'pakai', 'kulit', 'jdi', 'lebih', 'cerah', 'packagingnya', 'buat', 'dribplastik', 'jdi', 'gampang', 'pecah', 'dalam', 'nya', 'dapat', 'daun', 'centella', 'asiatica', 'asli', 'unik', 'banget', 'harga', 'turut', 'jangkau']",Penggunaan Produk,positive
782,0,0.969,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka","['npure', 'cica', 'toner', 'fungsi', 'hydrating', 'toner', 'toner', 'pakai', 'bulan', 'repurchase', 'sangat', 'kalau', 'tanya', 'bantu', 'melembabkan', 'apa', 'kulit', 'kering', 'jawab', 'kurang', 'melembabkan', 'tekstur', 'gampang', 'banget', 'nyerap', 'kulit', 'jadi', 'efek', 'melembabkan', 'nya', 'kurang', 'kulit', 'biasa', 'pakai', 'toner', 'kaya', 'raup', 'benar', 'benar', 'sampe', 'basah', 'banget', 'toner', 'bantu', 'kulit', 'jerawat', 'samar', 'bekas', 'jerawat', 'kandung', 'centella', 'asiatica', 'nya', 'wangi', 'enak', 'suka', 'bikin', 'relax', 'jauh', 'jadi', 'toner', 'cinta', 'toner', 'mampu', 'kurang', 'redness', 'kulit', 'ku', 'iritasi', 'waktu', 'kulit', 'ku', 'pernah', 'iritasi', 'sampe', 'ngelupas', 'perih', 'tarik', 'merah', 'toner', 'pakai', 'csm', 'an', 'bidznillah', 'ngebantu', 'banget', 'kurang', 'iritasi', 'ku']",Penggunaan Produk,negative
783,0,0.9763,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka","['lihat', 'racun', 'tiktok', 'akhir', 'beli', 'well', 'nyata', 'ampuh', 'ky', 'orang', 'orang', 'bruntusan', 'oke', 'lah', 'mungkin', 'samar', 'jerawat', 'ngaruh', 'sama', 'sekali', 'padahal', 'suka', 'banget', 'sama', 'bau', 'affordable', 'sayang', 'banget', 'kurang', 'nampol', 'repurchase', 'mungkin', 'mau', 'cari']",Penggunaan Produk,negative
784,0,0.6341,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka","['asa', 'seger', 'banget', 'pas', 'dipake', 'muka', 'cocok', 'banget', 'buat', 'punya', 'jerawat', 'skin', 'typenya', 'oily', 'toner', 'bikin', 'muka', 'lembab', 'jadi', 'kurang', 'minyak', 'bikin', 'jerawat', 'cepat', 'kering']",Penggunaan Produk,negative
785,2,0.8833,"banget, toner, buat, pakai, jerawat, sih, kalau, kulit, jadi, cocok","['yaa', 'buat', 'toner', 'asal', 'baguss', 'cepet', 'nyerepnya', 'buat', 'calmingnya', 'kurang', 'banget', 'works', 'sama', 'sekali', 'cuma', 'lewat', 'gituu', 'pakenya', 'abis', 'sekitar', 'bulan', 'lebih', 'baru', 'abis', 'harga', 'lumayann', 'gabakal', 'purchase', 'gabegitu', 'works']",Pembelian Produk,negative
786,2,0.7449,"banget, toner, buat, pakai, jerawat, sih, kalau, kulit, jadi, cocok","['buat', 'bahan', 'alami', 'buat', 'toner', 'ringan', 'cepat', 'resap', 'lengket', 'packaging', 'nya', 'plastik', 'jadi', 'aman', 'bawa', 'traveling', 'resiko', 'pecah', 'berat', 'tas', 'harga', 'affordable', 'layak', 'coba']",Pembelian Produk,negative
787,0,0.9637,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka","['toner', 'npure', 'suka', 'banget', 'soal', 'tonernya', 'benar', 'melembabkan', 'kulit', 'wajah', 'terus', 'guna', 'buat', 'kompress', 'jerawat', 'pokok', 'bagus', 'banget', 'deh', 'rekomen', 'buat', 'kulit', 'wajah', 'nya', 'jerawat']",Penggunaan Produk,negative
788,2,0.9786,"banget, toner, buat, pakai, jerawat, sih, kalau, kulit, jadi, cocok","['toner', 'ringan', 'di', 'kemas', 'daun', 'cicanya', 'pakai', 'lebih', 'calming', 'acne', 'atw', 'bekas', 'acne', 'pih', 'sm', 'pie', 'asa', 'ringan', 'ajh', 'pakai', 'dlayering', 'sm', 'moistur', 'heavy', 'atw', 'gel', 'jg', 'enak', 'efek', 'negatif', 'pakai', 'toner', 'recommed', 'bwt', 'all', 'skin', 'type']",Pembelian Produk,positive
789,0,0.6172,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka","['hydrating', 'toner', 'pas', 'daya', 'hydratingnya', 'bikin', 'gerah', 'cepat', 'resap', 'terus', 'bikin', 'kulit', 'jdi', 'halus', 'bulan', 'sih', 'make', 'tpi', 'sedikit', 'efek', 'produk', 'kalau', 'reda', 'jerawat', 'ama', 'bruntusan']",Penggunaan Produk,negative
790,0,0.717,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka","['jujur', 'suka', 'lovehate', 'sama', 'toner', 'suka', 'bau', 'seger', 'cukup', 'melembabkan', 'lumayan', 'calming', 'jerawat', 'kalau', 'pakai', 'buat', 'csm', 'kalau', 'pakai', 'semukamuka', 'besok', 'selalu', 'bikin', 'wajah', 'muncul', 'jerawat', 'kecilkecil', 'idk', 'mungkin', 'cocok', 'niacinamidenya', 'kalau', 'efek', 'cerah', 'sih', 'sih', 'jadi', 'yaa', 'so', 'so', 'lah']",Penggunaan Produk,negative
791,0,0.7885,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka","['toner', 'super', 'ringan', 'bikin', 'muka', 'calming', 'buat', 'suka', 'sama', 'toner', 'gampang', 'nyerep', 'jawab', 'benerbener', 'enak', 'pakai', 'csman', 'saking', 'enak', 'cair', 'boros', 'pakai', 'suka', 'banget', 'dipake', 'berlayerlayer', 'love', 'it']",Penggunaan Produk,positive
792,1,0.9733,"jerawat, pakai, toner, jadi, kulit, cocok, nya, banget, buat, kalau","['beli', 'sama', 'rangkai', 'facial', 'washnya', 'tekstur', 'cair', 'banget', 'jadi', 'mayan', 'aga', 'boros', 'wajah', 'oily', 'acneprone', 'nyata', 'so', 'so', 'si', 'kurang', 'lembapin', 'terlalu', 'ngecalming', 'jerwat', 'tetep', 'mayan', 'enak', 'nimbulin', 'efek', 'negatif', 'wajah']",Kualitas Produk,negative
793,2,0.9532,"banget, toner, buat, pakai, jerawat, sih, kalau, kulit, jadi, cocok","['sold', 'kali', 'pertama', 'coba', 'toner', 'npure', 'lovehate', 'banget', 'sama', 'product', 'kandung', 'centella', 'nya', 'nampool', 'buat', 'bikin', 'jerawat', 'lebih', 'kalem', 'kaya', 'cocok', 'sm', 'skincare', 'ku', 'bikin', 'bruntusan', 'huhu', 'berat', 'hati', 'gapake', 'npure', 'toner']",Pembelian Produk,positive
794,1,0.7059,"jerawat, pakai, toner, jadi, kulit, cocok, nya, banget, buat, kalau","['toner', 'bagus', 'buat', 'area', 'merah', 'bekas', 'jerawat', 'jadi', 'kalem', 'dipake', 'masker', 'gasuka', 'bau', 'terlalu', 'sengat', 'overall', 'biasa', 'and', 'i', 'prefer', 'to', 'use', 'other', 'better', 'toner']",Kualitas Produk,negative
795,1,0.9751,"jerawat, pakai, toner, jadi, kulit, cocok, nya, banget, buat, kalau","['toner', 'jujur', 'kurang', 'beri', 'hidrasi', 'sedikiiiit', 'lengket', 'kulit', 'oily', 'acne', 'prone', 'lebih', 'cukup', 'beri', 'efek', 'segar', 'wajah', 'tenang', 'kulit', 'khusus', 'sedang', 'jerawat', 'biasa', 'jug', 'kompres', 'jerawat', 'pakai', 'toner', 'efek', 'jerawat', 'jadi', 'lebih', 'calm']",Kualitas Produk,negative
796,0,0.9729,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka","['jujur', 'pas', 'dipake', 'segerr', 'ngebuat', 'lumayan', 'lembab', 'walaupun', 'lembab', 'lembab', 'bgtselama', 'make', 'aman', 'aman', 'si', 'ngebuat', 'brekout', 'pas', 'jerawat', 'lumayan', 'nenanginjujur', 'enak', 'si', 'kl', 'dipakeingredients', 'nya', 'bagus', 'bagus', 'semua']",Penggunaan Produk,negative
797,0,0.9847,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka","['awal', 'bulan', 'november', 'kemarin', 'beli', 'sedang', 'butuh', 'hydra', 'toner', 'npure', 'murah', 'banget', 'turut', 'sayang', 'colong', 'beli', 'cek', 'ingredientsnya', 'dulu', 'kulit', 'sensitif', 'cuma', 'percaya', 'review', 'sini', 'bagi', 'besar', 'bilang', 'bagus', 'semua', 'bulan', 'pakai', 'produk', 'br', 'sadar', 'kalau', 'sebab', 'wajah', 'breakouts', 'mungkin', 'toner', 'kl', 'ketemu', 'ingredient', 'alcoholfragrance', 'npure', 'cek', 'fragrancenya', 'padahal', 'turut', 'cukup', 'buat', 'lembab', 'sayang', 'makin', 'sini', 'malah', 'jadi', 'munculin', 'jerawat', 'bukan', 'resin', 'jerawat']",Penggunaan Produk,negative
798,2,0.9734,"banget, toner, buat, pakai, jerawat, sih, kalau, kulit, jadi, cocok","['beli', 'kepincut', 'sama', 'cica', 'nya', 'tonernya', 'lucuk', 'banget', 'daun', 'cicanya', 'tekstur', 'cair', 'mirip', 'air', 'warna', 'hijau', 'wangi', 'enak', 'bangettttt', 'pas', 'dipake', 'ngasih', 'efek', 'fresh', 'sedikit', 'lembab', 'sayang', 'ngaruh', 'apa', 'apa', 'jerawat']",Pembelian Produk,positive
799,2,0.9696,"banget, toner, buat, pakai, jerawat, sih, kalau, kulit, jadi, cocok","['preloved', 'bagus', 'calming', 'jerawat', 'efek', 'hidrasi', 'dapet', 'banget', 'mau', 'jual', 'mau', 'ganti', 'skincare', 'ngilangin', 'bekas', 'jerawat', 'isi', 'jual', 'k', 'waktu', 'beli', 'official', 'akun', 'shopee', 'pas', 'sold']",Pembelian Produk,positive
800,2,0.9711,"banget, toner, buat, pakai, jerawat, sih, kalau, kulit, jadi, cocok","['lebih', 'bagus', 'tonernya', 'ketimbang', 'si', 'essencenya', 'buat', 'oily', 'skin', 'enak', 'banget', 'asa', 'segar', 'bikin', 'brightening', 'banget', 'kulit', 'repurchase', 'maybe', 'beli', 'toner', 'hydrating', 'tinggi', 'rangkai', 'skincareku', 'mau', 'ganti', 'retinoic', 'acid']",Pembelian Produk,positive
801,2,0.98,"banget, toner, buat, pakai, jerawat, sih, kalau, kulit, jadi, cocok","['boros', 'banget', 'kalau', 'pakai', 'toner', 'jadi', 'ngerasa', 'cocok', 'banget', 'sama', 'toner', 'isi', 'banyak', 'harga', 'murah', 'kalau', 'pakai', 'double', 'pertama', 'pakai', 'kapas', 'dulu', 'abis', 'layer', 'langsung', 'tap', 'tap', 'pakenya', 'sore', 'abis', 'manding', 'enek', 'banget', 'bikin', 'lembab', 'lengket', 'langsung', 'layer', 'sama', 'serum']",Pembelian Produk,negative
802,2,0.971,"banget, toner, buat, pakai, jerawat, sih, kalau, kulit, jadi, cocok","['jujur', 'enak', 'banget', 'sih', 'tonernyapercaya', 'percaya', 'bikin', 'jerawat', 'cepet', 'kempes', 'bkin', 'merah', 'ngilangin', 'bruntusan', 'alergi', 'sma', 'niacinamide', 'tpi', 'slama', 'pakai', 'npure', 'ngerasa', 'gjala', 'aneh', 'dmuka']",Pembelian Produk,negative
803,2,0.9262,"banget, toner, buat, pakai, jerawat, sih, kalau, kulit, jadi, cocok","['toner', 'sih', 'bagus', 'buat', 'pudar', 'bekas', 'jerawat', 'toner', 'nenangin', 'jerawat', 'kurang', 'suka', 'sama', 'bau', 'nya', 'menggangu', 'banget', 'kok', 'harga', 'nya', 'jangkau', 'banget', 'buat', 'kantong', 'ajar', 'punya', 'bruntusan', 'toner', 'ngempesin', 'banget', 'bruntusan']",Pembelian Produk,positive
804,2,0.9735,"banget, toner, buat, pakai, jerawat, sih, kalau, kulit, jadi, cocok","['racun', 'orangorang', 'sampe', 'beli', 'banyak', 'gataunya', 'sakit', 'dipakenya', 'muka', 'sedang', 'super', 'kering', 'akhir', 'toner', 'pakai', 'buat', 'kompres', 'abis', 'masker', 'bukan', 'daily', 'seger', 'kurang', 'melembabkan', 'btw', 'mau', 'bayarin', 'toner', 'baru', 'sopi', 'nenidwiu']",Pembelian Produk,negative
805,1,0.5067,"jerawat, pakai, toner, jadi, kulit, cocok, nya, banget, buat, kalau","['sebenenya', 'so', 'so', 'sih', 'dgn', 'produk', 'tonernya', 'cair', 'banget', 'light', 'banget', 'suka', 'toner', 'kental', 'lebih', 'melembabkan', 'kurang', 'cocok', 'sih', 'nilai', 'plus', 'toner', 'kandung', 'cica', 'tenang', 'jerawat', 'tbh', 'gaada', 'ngaruh', 'apa', 'muka', 'ku', 'gasuka', 'bau', 'strong', 'banget', 'perfumenya', 'but', 'if', 'you', 'are', 'okay', 'with', 'that', 'try', 'it']",Kualitas Produk,positive
806,0,0.9794,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka","['suka', 'banget', 'sama', 'toner', 'daun', 'centella', 'asiatica', 'nya', 'dalem', 'botol', 'nya', 'pas', 'banget', 'pakai', 'wajah', 'breakout', 'parah', 'akhir', 'baca', 'review', 'kata', 'saran', 'pakai', 'toner', 'nya', 'cara', 'kompres', 'benar', 'banget', 'hbs', 'kompres', 'semalem', 'jerawat', 'sedang', 'radang', 'langsung', 'kempes', 'tenang', 'worth', 'it', 'to', 'tryd']",Penggunaan Produk,negative
807,0,0.9835,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka","['belum', 'pakai', 'product', 'npure', 'day', 'sama', 'night', 'cream', 'bagus', 'bagus', 'kulit', 'wajah', 'super', 'sensitif', 'muncul', 'jerawat', 'sama', 'sekali', 'pas', 'tambahin', 'awat', 'toner', 'essence', 'cica', 'malah', 'tumbuh', 'jerawat', 'besar', 'besar', 'terus', 'wajah', 'jadi', 'bermi', 'banget', 'awal', 'masalah', 'komedo', 'malah', 'muncul', 'black', 'head', 'komedo', 'hidung', 'cocok', 'padahal', 'reviewnya', 'bagus', 'bagus', 'banget']",Penggunaan Produk,negative
808,1,0.9797,"jerawat, pakai, toner, jadi, kulit, cocok, nya, banget, buat, kalau","['brand', 'lokal', 'pertama', 'daun', 'cica', 'asli', 'dalam', 'pliss', 'wangi', 'enak', 'banget', 'bikin', 'kulit', 'jadi', 'calming', 'fresh', 'relax', 'packagingnya', 'simple', 'travel', 'friendly', 'tekstur', 'watery', 'jadi', 'asa', 'sangat', 'ringan', 'cepat', 'sekali', 'resap', 'toner', 'warna', 'transparan', 'hint', 'kuning', 'hijau', 'jujur', 'botol', 'loh', 'saking', 'suka', 'nya', 'cica', 'toner']",Kualitas Produk,positive
809,0,0.9796,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka","['nasar', 'sih', 'sebenernya', 'sama', 'toner', 'npure', 'cica', 'paling', 'banyak', 'direkomendasiin', 'sama', 'temen', 'temen', 'fd', 'atas', 'merah', 'jerawar', 'akhir', 'nyobain', 'segi', 'tekstur', 'cair', 'banget', 'aroma', 'cukup', 'tenang', 'daun', 'centellanya', 'botol', 'efek', 'pakai', 'wajah', 'rasa', 'lebih', 'segar', 'beri', 'kelembaban', 'so', 'so', 'sih', 'ku', 'bukan', 'beri', 'kesan', 'lembab', 'banget', 'banget', 'bantu', 'atas', 'merah', 'cepat', 'sembuh', 'jerawat', 'sih', 'oke', 'banget', 'pernah', 'pakai', 'csm', 'pakai', 'sheetmask', 'kalau', 'tuang', 'toner', 'kembang', 'nyaman', 'adem', 'sensasi', 'enak', 'worth', 'it', 'to', 'try', 'buat', 'beli']",Penggunaan Produk,positive
810,2,0.9668,"banget, toner, buat, pakai, jerawat, sih, kalau, kulit, jadi, cocok","['pertama', 'kali', 'nyoba', 'produk', 'centella', 'asiaticanya', 'lucu', 'sih', 'dalem', 'daun', 'wkwk', 'overall', 'this', 'is', 'a', 'good', 'product', 'bikin', 'cerah', 'minggu', 'liat', 'hasil', 'gampang', 'nyerep', 'lengket', 'kulit']",Pembelian Produk,positive
811,1,0.9674,"jerawat, pakai, toner, jadi, kulit, cocok, nya, banget, buat, kalau","['tolong', 'pertama', 'kulit', 'dehidrasi', 'jerawat', 'toner', 'bikin', 'rilex', 'rutinin', 'pakai', 'toner', 'benar', 'sesuai', 'klaim', 'nya', 'tenang', 'jerawat', 'baru', 'kali', 'nemu', 'toner', 'real', 'daun', 'centella', 'nya']",Kualitas Produk,positive
812,2,0.9491,"banget, toner, buat, pakai, jerawat, sih, kalau, kulit, jadi, cocok","['preloved', 'isi', 'bagus', 'buat', 'bikin', 'lembab', 'wajah', 'ngatasin', 'jerawat', 'ngatasin', 'merah', 'harga', 'nego', 'wa']",Pembelian Produk,negative
813,0,0.9872,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka","['gapernah', 'pakai', 'toneran', 'sih', 'benar', 'muka', 'breakout', 'parah', 'akhir', 'coba', 'pakai', 'toner', 'npure', 'gara', 'sering', 'nemu', 'iklan', 'ig', 'bagus', 'banget', 'sih', 'toner', 'kandung', 'cica', 'nya', 'entah', 'suka', 'banget', 'sama', 'cica', 'akhir', 'sejak', 'pakai', 'ampoulenya', 'skin', 'selalu', 'pakai', 'toner', 'tiap', 'malem', 'kompres', 'pakai', 'kapas', 'silcot', 'menit', 'besok', 'pagi', 'kulit', 'asa', 'lembab', 'alus', 'jerawat', 'kecil', 'perlahan', 'kalau', 'hilang', 'bekas', 'jerawat', 'terlalu', 'lihat', 'so', 'far', 'toner', 'fav', 'banget', 'otw', 'botol']",Penggunaan Produk,negative
814,1,0.9881,"jerawat, pakai, toner, jadi, kulit, cocok, nya, banget, buat, kalau","['nyobain', 'makan', 'packagingnya', 'dukung', 'dgn', 'banyak', 'review', 'positif', 'kaya', 'npure', 'nih', 'ud', 'cult', 'strong', 'following', 'nya', 'sendiri', 'deh', 'hehe', 'produk', 'nya', 'sendiri', 'wangi', 'reminds', 'me', 'of', 'tea', 'tree', 'but', 'its', 'not', 'too', 'strong', 'pakai', 'i', 'think', 'as', 'a', 'toner', 'it', 'works', 'okay', 'sayang', 'kan', 'after', 'effect', 'nya', 'not', 'as', 'hydrating', 'as', 'any', 'other', 'toners', 'ive', 'used', 'jadi', 'npure', 'toner', 'cenderung', 'beri', 'kesan', 'kering', 'selesai', 'apply', 'jadi', 'lgsg', 'apply', 'skin', 'moisturizer', 'after', 'application']",Kualitas Produk,positive
815,2,0.9872,"banget, toner, buat, pakai, jerawat, sih, kalau, kulit, jadi, cocok","['issa', 'good', 'product', 'suka', 'banget', 'packagingnya', 'cantik', 'gemes', 'real', 'centella', 'asiatica', 'leaves', 'warna', 'ijonya', 'represent', 'centella', 'banget', 'hihi', 'pakai', 'pagi', 'malam', 'and', 'sometimes', 'layer', 'up', 'to', 'sangat', 'aroma', 'cukup', 'strong', 'bukan', 'sengat', 'ganggu', 'paraben', 'sls', 'mostly', 'aman', 'semua', 'jenis', 'kulit', 'efek', 'rasa', 'langsung', 'tuh', 'lembut', 'beuh', 'abis', 'pakai', 'kulit', 'langsung', 'asa', 'mulusss', 'banget', 'lebih', 'prepare', 'buat', 'step', 'skincare', 'lanjut', 'buat', 'ngatasin', 'merah', 'sayang', 'suka', 'bikin', 'kulit', 'gatel']",Pembelian Produk,negative
816,0,0.975,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka","['asli', 'banget', 'toner', 'mantuls', 'paraah', 'bantu', 'sangat', 'nenangin', 'jerawat', 'pakai', 'hari', 'nayamn', 'banget', 'tekstur', 'nya', 'enak', 'enteng', 'lengket', 'sama', 'sekali', 'paling', 'suka', 'bbgt', 'package', 'nya', 'uni', 'parah', 'plis', 'kalian', 'cobainn']",Penggunaan Produk,negative
817,0,0.974,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka","['murah', 'wangi', 'lembut', 'banget', 'bikin', 'lembab', 'banget', 'buat', 'nenangin', 'kulit', 'after', 'cleansing', 'essence', 'day', 'cream', 'toner', 'bikin', 'kulit', 'kering', 'area', 'sensitif', 'mungkin', 'kondisi', 'kulit', 'sedang', 'kering', 'sensitif', 'bkin', 'cekit', 'sensasi', 'tarik', 'guna', 'toner', 'affordable', 'price', 'bangettt']",Penggunaan Produk,positive
818,0,0.8692,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka","['aesthetic', 'dalam', 'daun', 'centella', 'asiatica', 'asli']",Penggunaan Produk,positive
819,0,0.916,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka","['senang', 'toner', 'buat', 'wajah', 'aki', 'seger', 'banget', 'toner', 'salah', 'satu', 'skin', 'care', 'yangvharus', 'toner', 'skin', 'care', 'sperti', 'cream', 'resap', 'kit', 'wajah', 'makanya', 'toner', 'perlu', 'banget']",Penggunaan Produk,positive
820,0,0.5156,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka","['beli', 'nyari', 'hydrating', 'toner', 'affordable', 'kandung', 'centella', 'asiatica', 'nyata', 'produk', 'lokal', 'and', 'surprisingly', 'suka', 'banget', 'sama', 'produk', 'lucu', 'banget', 'real', 'cica', 'leaf', 'dalem', 'buat', 'satu', 'layer', 'cukup', 'hidrasi', 'buat', 'kulit', 'super', 'oily', 'biasa', 'dipake', 'bikin', 'kulit', 'lengketlengket', 'toleransi', 'terlalu', 'masalah', 'dipake', 'buat', 'kompres', 'pakai', 'kapas', 'cukup', 'calming', 'redness', 'wajah', 'overall', 'suka', 'banget', 'sama', 'produk', 'repurchase', 'terus', 'harga', 'sangat', 'affordable', 'recommended']",Penggunaan Produk,positive
821,0,0.9777,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka","['toner', 'baru', 'cinta', 'bulan', 'belakang', 'kulit', 'jadi', 'oily', 'to', 'acne', 'prone', 'lagi', 'jadi', 'ganti', 'skincare', 'ingridientsnya', 'calming', 'jerawat', 'cobain', 'lah', 'si', 'pure', 'centella', 'asiatica', 'cocok', 'bangett', 'ngurangin', 'minyak', 'wajah', 'calming', 'redness', 'kulit', 'benerbener', 'ngaruh', 'dehh', 'lovee']",Penggunaan Produk,negative
822,1,0.9742,"jerawat, pakai, toner, jadi, kulit, cocok, nya, banget, buat, kalau","['salah', 'satu', 'produk', 'recommend', 'temenku', 'toner', 'bagus', 'hilang', 'redness', 'muka', 'jerawat', 'jadi', 'kempes', 'cerah', 'kulit', 'akua', 'preloved', 'waktu', 'salah', 'beli', 'malah', 'beli', 'botol', 'beli', 'official', 'store', 'nya', 'isi', 'jual', 'k', 'free', 'ongkir']",Kualitas Produk,negative
823,0,0.9129,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka","['beli', 'tarik', 'tahu', 'kandung', 'centella', 'nya', 'fungsi', 'calming', 'redness', 'banyak', 'blg', 'kalau', 'dupe', 'nya', 'skin', 'make', 'kurang', 'lebih', 'bulan', 'hari', 'i', 'would', 'oke', 'banget', 'sih', 'melembabkan', 'jaga', 'kulit', 'acne', 'prone', 'kalau', 'sedang', 'jerawat', 'suka', 'taro', 'kapas', 'terus', 'kompres', 'pakai', 'hasil', 'keren', 'banget', 'reda', 'jerawat', 'hari']",Penggunaan Produk,negative
824,0,0.7719,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka","['jujur', 'suka', 'banget', 'sama', 'toner', 'si', 'npure', 'jadi', 'pahlawan', 'buat', 'bruntusan', 'wajah', 'segi', 'packaging', 'lucu', 'banget', 'tambah', 'daun', 'centella', 'asli', 'dalam', 'produk', 'nya', 'efek', 'cukup', 'muas', 'bikin', 'kulit', 'lembap', 'halus', 'hempas', 'bruntusan', 'ku', 'minus', 'nya', 'turut', 'produk', 'cepet', 'banget', 'habis']",Penggunaan Produk,positive
825,1,0.5308,"jerawat, pakai, toner, jadi, kulit, cocok, nya, banget, buat, kalau","['local', 'product', 'pertama', 'kali', 'nemu', 'kandung', 'alkohol', 'ethanol', 'paraben', 'benar', 'calming', 'buat', 'kulit', 'alergi', 'alkohol', 'jadi', 'perlu', 'mahal', 'beli', 'brand', 'luar', 'ukur', 'local', 'product', 'sgt', 'maju', 'sekali', 'ngikutin', 'tren', 'skincare', 'luar', 'jauh', 'lebih', 'sehat', 'repurchase', 'yes']",Kualitas Produk,negative
826,0,0.9648,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka","['toner', 'bagus', 'turut', 'jadi', 'gampang', 'jerawat', 'kalau', 'kompres', 'muka', 'ku', 'sedang', 'jerawat', 'sembuh', 'tetep', 'perlu', 'obat', 'totol', 'jerawat', 'sih', 'overall', 'bagus', 'sih', 'toner', 'bikin', 'lembab', 'makenya', 'bareng', 'sama', 'cream', 'nya']",Penggunaan Produk,negative
